Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,published_date,published_time_x,id_x,group_name,published_at,author,url_x,title_x,description,content,published_time_y,id_y,title_y,source,summary,url_y,created_at
2024-10-21 04:00:00,234.19234018879644,236.5897117727769,234.19234018879644,236.22010803222656,36254500.0,0.0,0.0,AAPL,2024-10-21,04:00:00,123.0,Apple,2024-10-21 11:00:00,Christopher Null,https://www.wired.com/review/apple-airpods-pro-2-with-hearing-aid-feature/,Apple AirPods Pro 2 With Hearing Aid Feature Review: A Promising Step,"Apple takes on hearing loss, and its first product is a big step in the right direction.","You can make some of these adjustments by manipulating the stems of the earbuds, which now have even more functions to master. These hardware operations can be finicky, and in almost every situation,… [+1764 chars]",11:00:00,,,,,,
2024-10-21 04:00:00,234.19234018879644,236.5897117727769,234.19234018879644,236.22010803222656,36254500.0,0.0,0.0,AAPL,2024-10-21,04:00:00,125.0,Apple,2024-10-21 14:48:07,Kyle Barr,https://gizmodo.com/tim-cook-knows-apple-isnt-first-in-ai-but-says-its-about-being-the-best-2000514347,Tim Cook Knows Apple Isn’t First in AI but Says ‘It’s About Being the Best’,"Apple reportedly conducted internal studies showing Apple Intelligence is two years behind ChatGPT, but that may not matter.","Ricky Bobby from the 2006 film Talladega Nights would find Apples belated rollout of Apple Intelligence a sure sign of failure. If you aint first, youre last, he’d say to Apple CEO Tim Cook. In the m… [+4653 chars]",14:48:07,,,,,,
2024-10-21 04:00:00,234.19234018879644,236.5897117727769,234.19234018879644,236.22010803222656,36254500.0,0.0,0.0,AAPL,2024-10-21,04:00:00,128.0,Apple,2024-10-21 13:46:17,Sarah Fielding,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_53f156c9-a116-4dee-b151-0e8462185bfe,iOS 18.1 launches next week with Apple Intelligence and AirPods Pro hearing tests and aids,"Apple iOS 18.1 is officially coming next week, bringing hearing aid software for the AirPods Pro 2 and Apple Intelligence across devices, multiple sources report, including The Wall Street Journal and Tech Crunch. The company previously released a beta versio…","If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",13:46:17,,,,,,
2024-10-22 04:00:00,233.6329632952546,235.96040454410334,232.3443876620224,235.60079956054688,38846600.0,0.0,0.0,AAPL,2024-10-22,04:00:00,105.0,Apple,2024-10-22 13:00:00,David Pierce,https://www.theverge.com/2024/10/22/24275956/apple-ipad-mini-2024-review,Apple iPad Mini 2024 review: missing pieces,"It gets an A17 Pro chip, Apple Pencil support, and the ability to run Apple Intelligence. But it’s hard to figure out why you’d want this iPad over any other.",Apple’s smallest tablet got an upgrade — but it won’t feel like much of one unless Apple Intelligence is better than it seems. I should confess right up front that I have always loved the iPad Mini. … [+9782 chars],13:00:00,,,,,,
2024-10-22 04:00:00,233.6329632952546,235.96040454410334,232.3443876620224,235.60079956054688,38846600.0,0.0,0.0,AAPL,2024-10-22,04:00:00,144.0,Apple,2024-10-22 15:52:37,Dua Rashid,https://gizmodo.com/apple-magic-mouse-trackpad-and-keyboard-are-finally-getting-a-long-awaited-refresh-2000514928,"Apple Magic Mouse, Trackpad, and Keyboard Are Finally Getting a Long-Awaited Refresh",It's about time Apple works on its most criticized products.,"According to some code found in the iOS 18.1 release candidate (via MacRumors), Apple may soon launch new versions of its infamous Magic Mouse, Magic Trackpad, and Magic Keyboard. It’s about damn tim… [+2304 chars]",15:52:37,,,,,,
2024-10-22 04:00:00,233.6329632952546,235.96040454410334,232.3443876620224,235.60079956054688,38846600.0,0.0,0.0,AAPL,2024-10-22,04:00:00,171.0,Apple,2024-10-22 13:36:54,Kyle Barr,https://gizmodo.com/apple-ipad-mini-2024-review-in-progress-the-small-screen-may-be-the-perfect-size-for-ipad-2000514926,Apple iPad Mini 2024 Review in Progress: The Small Screen May Be the Perfect Size for iPad,"The iPad Mini 7th-gen is built for Apple Intelligence, but it’s still a better realization of Apple’s tablets for most users.","More than ever before, the 7th-gen iPad mini splits the difference between Apples smartphones and tablets. You wont slip it into your pocket, but it’s the perfect size for a small bag. You wont be dr… [+8342 chars]",13:36:54,,,,,,
2024-10-22 04:00:00,233.6329632952546,235.96040454410334,232.3443876620224,235.60079956054688,38846600.0,0.0,0.0,AAPL,2024-10-22,04:00:00,174.0,Apple,2024-10-22 10:30:38,Sherri L Smith,https://gizmodo.com/apple-iphone-16-vs-google-pixel-9-a-base-model-brawl-2000513276,Apple iPhone 16 vs Google Pixel 9: A Base Model Brawl,"Battery life, camera, and AI features are key in a base model battle between the Apple iPhone 16 and Google Pixel 9.","Its face-off time, and you know what that means. Two smartphones go in, and one comes out the victor with plenty of bragging rights. This time around, were looking at a pair of entry-level smartphone… [+17150 chars]",10:30:38,,,,,,
2024-10-22 04:00:00,233.6329632952546,235.96040454410334,232.3443876620224,235.60079956054688,38846600.0,0.0,0.0,AAPL,2024-10-22,04:00:00,185.0,Apple,2024-10-22 15:53:27,Mike Fazioli,https://gizmodo.com/apple-airtags-price-drop-and-the-best-investment-for-your-belongings-this-holiday-season-2000514982,Apple AirTags Price Drop and the Best Investment for Your Belongings This Holiday Season,"Take up to 19% off the price of the tracking tags that have become a must-have for wallets, keys, luggage, and more.","Don’t deny it, you misplace your keys a few times a week. It’s fine, we all do. Since their release in 2021 the must-have accessory for keeping tabs on keys, wallets, luggage, or even your kids has b… [+2375 chars]",15:53:27,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,107.0,Apple,2024-10-23 12:30:46,,https://removed.com,[Removed],[Removed],[Removed],12:30:46,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,197.0,Apple,2024-10-23 14:29:30,,https://removed.com,[Removed],[Removed],[Removed],14:29:30,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,127.0,Apple,2024-10-23 17:10:50,Tom Maxwell,https://gizmodo.com/apple-and-goldman-sachs-hit-with-89-million-fine-over-inept-apple-card-introduction-2000515590,Apple and Goldman Sachs Hit With $89 Million Fine Over Inept Apple Card Introduction,"The Consumer Financial Protection Bureau says Apple and Goldman Sachs failed to properly handle disputes, other issues.","Apple and Goldman Sachs were hit with over $89 million in fines on Wednesday over technical issues related to the Apple Card. The Consumer Financial Protection Bureau (CFPB) brought the action.
Appl… [+4080 chars]",17:10:50,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,135.0,Apple,2024-10-23 17:09:20,Cherlynn Low,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_873aa1d2-5373-4074-9d74-a4b609ae3fdc,"Apple Intelligence expands in iOS 18.2 developer beta, adding Genmoji, Visual Intelligence and ChatGPT","The Apple Intelligence rollout has been slow, staggered and steady since the company first unveiled its take on AI at WWDC this year. It continues today with the release of the latest developer betas for iOS 18, iPadOS 18 and macOS Sequoia. The updates in iOS…","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",17:09:20,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,141.0,Apple,2024-10-23 19:17:56,Jay Peters,https://www.theverge.com/2024/10/23/24277876/apple-m4-macbook-air-update,Apple is preparing an M4 MacBook Air update for early next year,"Apple plans to release MacBook Airs with M4 chips in early 2025. The company is also working on an M4 Mac Studio for sometime in 2025, too.","Apple is preparing an M4 MacBook Air update for early next year
Apple is preparing an M4 MacBook Air update for early next year
 / Apple is rumored to update many of its computers next week, but th… [+1535 chars]",19:17:56,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,161.0,Apple,2024-10-23 19:46:43,Joe Tilleli,https://gizmodo.com/score-the-apple-ipad-mini-at-a-record-low-price-on-amazon-cheaper-than-in-store-2000515720,"Score the Apple iPad Mini at a Record Low Price on Amazon, Cheaper Than In-Store",The Apple iPad Mini makes for a solid tablet and is a solid 30% off over at Amazon,"The gift-giving holidays at the end of the year are quickly approaching. We’re roughly just two months out and those are going to go by faster than you think. Before you know it, it’ll only be days a… [+2033 chars]",19:46:43,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,163.0,Apple,2024-10-23 19:40:50,Kyle Barr,https://gizmodo.com/apples-ios-18-2-is-out-in-beta-finally-lets-you-make-junk-ai-emojis-2000515736,"Apple’s iOS 18.2 Is Out in Beta, Finally Lets You Make Junk AI Emojis",The next slice of Apple Intelligence is available for anybody who wants to download the developer beta of iOS 18.2.,"Even though iOS 18.1, iPadOS 18.1 and macOS 15.1 have not even taken their first step out the door, theres already the next big thing for Apple Intelligence on the horizon. The next step on the Cuper… [+3542 chars]",19:40:50,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,172.0,Apple,2024-10-23 13:00:40,Cheryl Eddy,https://gizmodo.com/severances-first-season-2-teaser-welcomes-you-back-to-work-2000515387,Severance‘s First Season 2 Teaser Welcomes You Back to Work,Adam Scott's Mark (or is it Marcus now?) returns to Lumon Industries in our latest look at the Apple TV+ series' much-anticipated second season.,"The first teaser for Severance season two is disorienting, befuddling, and explains next to nothing about what’s to comewhich is exactly what we want to see in any and all marketing for Apple TV+’s o… [+2402 chars]",13:00:40,,,,,,
2024-10-23 04:00:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0,AAPL,2024-10-23,04:00:00,179.0,Apple,2024-10-23 13:56:01,Kyle Barr,https://gizmodo.com/apple-reportedly-launching-a-separate-game-app-store-to-fully-stick-it-to-epic-2000515490,Apple Reportedly Launching a Separate Game App Store to Fully Stick It to Epic,A new report suggests Apple’s gaming fixation is focusing on an app store separate to rival the Xbox app.,"It’s often said that imitation is the sincerest form of flattery. If that’s the case, Microsoft and Epic should feel very flattered right now. A new report suggests Apple is going all in on its own d… [+2927 chars]",13:56:01,,,,,,
2024-10-24 04:00:00,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500.0,0.0,0.0,AAPL,2024-10-24,04:00:00,124.0,Apple,2024-10-24 13:35:20,Kyle Barr,https://gizmodo.com/apple-intelligence-iphone-16-sales-2000515926,"Apple Intelligence Isn’t Driving iPhone 16 Sales the Way Apple Hoped, Analyst Says","An analyst claims Apple cut production for 10 million iPhone 16 units, despite Apple Intelligence's full launch next year.","The baseline iPhone 16 is already the most capable Apple non-Pro smartphone ever. It has all the same extra buttons, like Camera Control and the Action Button, that the iPhone 16 Pro has. It can capt… [+3610 chars]",13:35:20,,,,,,
2024-10-24 04:00:00,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500.0,0.0,0.0,AAPL,2024-10-24,04:00:00,116.0,Apple,2024-10-24 13:30:27,Sarah Fielding,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f526221b-5734-4c33-a38f-ebd9034bb694,The Apple Watch Series 10 is $30 off right now,"If you've been looking to upgrade your smartwatch, now might be the right time. Our favorite smartwatch, the Apple Watch Series 10, is currently on sale with the 42mm model down to $370 from $399 in Jet Black. The 46mm model is down to $399 from $429 and avai…","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",13:30:27,,,,,,
2024-10-24 04:00:00,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500.0,0.0,0.0,AAPL,2024-10-24,04:00:00,126.0,Apple,2024-10-24 16:39:12,Jay Peters,https://www.theverge.com/2024/10/24/24278526/apple-imessage-safety-feature-prompts-kids-report-explicit-images,A new iMessage safety feature prompts kids to report explicit images to Apple,"Apple is adding a new child safety feature to iMessage that lets kids send a report to Apple when they are sent photos or videos with nudity, according to The Guardian. After getting a report, the company can choose report messages to law enforcement.","A new iMessage safety feature prompts kids to report explicit images to Apple
A new iMessage safety feature prompts kids to report explicit images to Apple
 / When children receive images or videos… [+2414 chars]",16:39:12,,,,,,
2024-10-24 04:00:00,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500.0,0.0,0.0,AAPL,2024-10-24,04:00:00,132.0,Apple,2024-10-24 18:30:43,Kyle Barr,https://gizmodo.com/an-exciting-week-of-apple-news-will-likely-bring-us-the-rumored-m4-macbook-2000516169,An ‘Exciting Week’ of Apple News Will Likely Bring Us the Rumored M4 MacBook,Apple says next week we could see a M4 MacBook and a whole host of new M4-based hardware to support Apple Intelligence.,"Next week will be a big one for Apple. Hot off the presses with its 7th-gen iPad mini, the Cupertino, California company is about to debut an exciting week of announcements starting Monday. Whatever … [+2663 chars]",18:30:43,,,,,,
2024-10-24 04:00:00,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500.0,0.0,0.0,AAPL,2024-10-24,04:00:00,156.0,Apple,2024-10-24 18:15:25,Joe Tilleli,https://gizmodo.com/this-apple-macbook-air-has-never-been-cheaper-no-need-to-wait-for-black-friday-2000516186,"This Apple MacBook Air Has Never Been Cheaper, No Need to Wait for Black Friday",Save 30% on the 2022 Apple MacBook Air powered by the M2 chip.,"Scattered throughout the year, we have our big days for deals we’ve come to expect. Black Friday is a big one, but even after that we have Cyber Monday. Then there are the government holidays like La… [+1762 chars]",18:15:25,,,,,,
2024-10-24 04:00:00,229.7272566761152,230.56634513279107,228.15898997077215,230.31661987304688,31109500.0,0.0,0.0,AAPL,2024-10-24,04:00:00,186.0,Apple,2024-10-24 13:05:49,Lucas Ropek,https://gizmodo.com/woman-says-she-used-an-apple-airtag-to-track-down-stolen-kamala-harris-sign-2000515848,Woman Says She Used an Apple AirTag to Track Down Stolen Kamala Harris Sign,"When her lawn signs kept disappearing, one Missouri woman turned to innovative measures.","We’re in the final two weeks before the U.S. presidential election, which means that it’s currently peak campaign-sign-stealing season. Indeed, one woman in Missouri says she grew so tired of the Kam… [+2510 chars]",13:05:49,,,,,,
2024-10-25 04:00:00,229.4875225740561,232.96369380669327,229.3177112321018,231.1556854248047,38802300.0,0.0,0.0,AAPL,2024-10-25,04:00:00,101.0,Apple,2024-10-25 16:51:16,Lawrence Bonk,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7d792da3-893e-4d23-a5d9-4bce6937dc26,iOS 18.2 will include daily Sudoku puzzles for Apple News+ subscribers,"The long-anticipated iPhone iOS 18.1 officially launches next week
, bringing with it Apple Intelligence
, but we are already on to the next new thing. The company is busy preparing iOS 18.2
, which has already entered its beta stage and should be widely r…","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",16:51:16,,,,,,
2024-10-25 04:00:00,229.4875225740561,232.96369380669327,229.3177112321018,231.1556854248047,38802300.0,0.0,0.0,AAPL,2024-10-25,04:00:00,115.0,Apple,2024-10-25 20:42:41,,https://removed.com,[Removed],[Removed],[Removed],20:42:41,,,,,,
2024-10-25 04:00:00,229.4875225740561,232.96369380669327,229.3177112321018,231.1556854248047,38802300.0,0.0,0.0,AAPL,2024-10-25,04:00:00,188.0,Apple,2024-10-25 19:09:28,Joe Tilleli,https://gizmodo.com/amazon-cuts-ankers-maggo-ufo-charger-price-by-20-for-the-first-time-before-black-friday-2000516712,Amazon Cuts Anker’s MagGo UFO Charger Price by 20% for the First Time Before Black Friday,Save 20% on the travel-sized Anker MagSafe Compatible MagGo UFO 3-in-1 charger over at Amazon for a limited time.,"We an inundated with devices that need to be plugged in every once in awhile. Our phones need to charge, our headphones need to charge, our watches you guessed it need to charge. This can result in c… [+2187 chars]",19:09:28,,,,,,
,,,,,,,,AAPL,2024-10-27,,136.0,Apple,2024-10-27 21:04:12,,https://removed.com,[Removed],[Removed],[Removed],21:04:12,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,102.0,Apple,2024-10-28 19:10:28,Will Shanklin,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9e418204-613e-41ea-849e-1acac15729e7,Apple Intelligence is coming to EU iPhones and iPads in April,"Folks in the European Union finally know when Apple Intelligence will be available on their mobile devices. Apple told EU users on Monday that its AI suite will arrive in April 2025. The first Apple Intelligence features, including Writing Tools and AI notifi…","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",19:10:28,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,111.0,Apple,2024-10-28 15:12:51,,https://removed.com,[Removed],[Removed],[Removed],15:12:51,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,117.0,Apple,2024-10-28 15:10:23,Kris Holt,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6af3306f-73b8-42a8-8b5b-6114e6e7025e,Apple Intelligence starts rolling out with iOS 18.1 and macOS 15.1,"The wait is finally over. Apple Intelligence is making its proper debut with the public releases of iOS 18.1, iPadOS 18.1 and macOS Sequoia 15.1. Typically, point-one versions of Apple operating systems add minor features and fix bugs, but the Apple Intellige…","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",15:10:23,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,122.0,Apple,2024-10-28 13:39:07,,https://removed.com,[Removed],[Removed],[Removed],13:39:07,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,139.0,Apple,2024-10-28 10:00:00,Antonio G. Di Benedetto,https://www.theverge.com/24279307/apple-mac-m4-updates-news-announcements,All the news from Apple’s ‘week’ of Mac announcements,"Apple is announcing an M4 MacBook Pro, an M4 iMac, and a redesigned M4 Mac Mini. Here’s all the news on Apple’s latest Macs.","New Macs are coming. Apple has teased a week of announcements around the Mac starting on Monday, October 28th. And after months of leaks, we have a pretty good idea of whats in the cards.
Apple is l… [+7161 chars]",10:00:00,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,142.0,Apple,2024-10-28 15:42:23,Jay Peters,https://www.theverge.com/2024/10/28/24276043/apple-new-usb-c-magic-mouse-charging-port-bottom,Apple put the Magic Mouse’s charging port on the bottom again,"Apple just announced a new version of the Magic Mouse, and it still has the charging port on the underside of the device.","Yup, it’s still there. | Image: Apple

 

 Apple’s new USB-C-equipped Magic Mouse somehow still has the charging port on the bottom. While Apple could have used the launch as an opportunity to move … [+788 chars]",15:42:23,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,153.0,Apple,2024-10-28 17:48:41,Quentyn Kennemer,https://www.theverge.com/24279801/apple-macbook-pro-mac-mini-imac-m4-preorder-buy-price-release-date,Here’s where you can preorder Apple’s colorful M4 iMac (and what’s included),"The new M4-based iMac doesn’t launch until November 8, but you can already preorder it starting at $1,299. Here’s what you should know about the various configurations.","Heres where you can preorder Apples colorful M4 iMac (and whats included)
Heres where you can preorder Apples colorful M4 iMac (and whats included)
 / The new all-in-one will arrive on November 8th… [+2918 chars]",17:48:41,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,175.0,Apple,2024-10-28 15:15:08,Kyle Barr,https://gizmodo.com/apple-reveals-the-new-2024-imac-familiar-on-the-outside-but-with-new-power-inside-2000517276,"Apple Reveals the New 2024 iMac: Familiar on the Outside, but With New Power Inside","Apple showed off a new 24-inch iMac with a variety of color options, though there's still no option for a M4 Pro chip.","We werent totally thrilled with Apples 2023 iMac refresh that came stock with the companys newfangled M3 silicon. Still, the Cupertino, California tech giant is ready to get into the ring again with … [+3071 chars]",15:15:08,,,,,,
2024-10-28 04:00:00,233.06359498314518,234.472033847566,232.29443692443334,233.14349365234375,36087100.0,0.0,0.0,AAPL,2024-10-28,04:00:00,184.0,Apple,2024-10-28 16:16:30,Dua Rashid,https://gizmodo.com/apple-plans-to-go-retro-with-its-new-smart-home-display-2000517260,Apple Plans to Go Retro With Its New Smart Home Display,Picture a HomePod with a display as big as two iPhones placed side by side.,"Apple has reportedly been working on a new smart home device following its not-so-successful range of current offerings, trailing Google’s and Amazon’s alternatives. It’s toying with the idea of givi… [+2178 chars]",16:16:30,,,,,,
