Tweet ID,Created At,Tweet Text
1857773765138002399,2024-11-16 13:12:36+00:00,"When you drive an electric car but miss the roar of an engine, so you get creative with sound effects

I need this for my tesla 🤷‍♂️ https://t.co/1MSLVAdHg3"
1857773762361323673,2024-11-16 13:12:35+00:00,"RT @implausibleblog: Worth watching this clip just to see Tim Stanley's expression at 34 seconds #BBCQT 

Greg Jackson, ""The irony of Tesla…"
1857773761132462140,2024-11-16 13:12:35+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773756011229204,2024-11-16 13:12:33+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773747161149859,2024-11-16 13:12:31+00:00,@KevinFerron @acnewsitics If we didn’t have the tariff on ev Biden did Tesla and other automakers would be gone. We’d be driving Chinese ev and hybrids.
1857773740836171829,2024-11-16 13:12:30+00:00,"RT @f_asselineau: L'ANGOISSE DES MONDIALISTES
ET LEUR HAINE DE TRUMP
ont des conséquences imprévues et comiques.
Ainsi Les Échos,journal pa…"
1857773735899447583,2024-11-16 13:12:29+00:00,"RT @mingh2190: 🔥铭文界炸裂消息请注意:

 #Brc20 $satx 比特聪建设者为全球 #satx fans 准备了10台特斯拉@Tesla  汽车！！！

这个活动到时候会在 X 上举行，请关注@satxtoken @satxclub抽奖规则 https:/…"
1857773731822674001,2024-11-16 13:12:28+00:00,RT @AlbertoMayol: Musk tiene problemas en sus compañías que busca resolver en su alianza con @realDonaldTrump . Irónicamente la única soluc…
1857773724767813944,2024-11-16 13:12:26+00:00,"When you drive an electric car but miss the roar of an engine, so you get creative with sound effects

We need it in our tesla cars😁 https://t.co/OnHLy0WEPp"
1857773704085696891,2024-11-16 13:12:21+00:00,@ajtourville @Tesla Just when you think people could not be more stupid
1857773702269563279,2024-11-16 13:12:21+00:00,"RT @ElectraProtocol: 🚨 Attention #Crypto fam! Especially the #Doge lovers, #Bitcoin fanatics, and anyone watching the Elon effect! 👀

Did y…"
1857773701455921407,2024-11-16 13:12:20+00:00,"RT @SawyerMerritt: BREAKING: Tesla has just officially announced their next-gen V4 Supercharger cabinet, capable of 500kW charging speeds f…"
1857773686926786723,2024-11-16 13:12:17+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773685429436474,2024-11-16 13:12:17+00:00,"RT @savasmedya: 9 yaşındaki çocuk elektroşok silahı yapmış. Biz bu yaşta kutu kutu pense oynamaya çalışıyorduk, o geleceğin Tesla’sı olma y…"
1857773668580851920,2024-11-16 13:12:13+00:00,"10 vor 10 - Schadet Elon Musks Nähe zu Trump Tesla?

Wer findet mich im Video? :-)

https://t.co/YijuhbFYR9

@teslaownersTOCH"
1857773665338970487,2024-11-16 13:12:12+00:00,"@ElonMuskOde I'll invest in bitcoin, dogecoin, buy Tesla car. And I'll get pregnant with an Elon baby donated."
1857773662352400513,2024-11-16 13:12:11+00:00,"RT @ElonMuskOde: THOUGHTS ON THIS TESLA?

Do you want this as a gift ?

A. Yes
B. No https://t.co/EsPGB352M4"
1857773661366923685,2024-11-16 13:12:11+00:00,"The future is right here 🔮

Owning a car won’t be a “need” anymore

Your time can be better spent while in the vehicle

Roads will be safer, lives will be saved

Tesla is shifting the world to a safer future with robotaxi

How much time do you spend in a vehicle per week?

$TSLA https://t.co/drwzid98lb https://t.co/kkFVRCdRAl"
1857773659214971362,2024-11-16 13:12:10+00:00,@Daol_Tesla 전 1번에 추매요 ㅋ
1857773657881293225,2024-11-16 13:12:10+00:00,"RT @EndWokeness: This is incredible.

Disney pulled ad spending from X, so Elon pulled Disney+ from Tesla screens

Before:…"
1857773640344879566,2024-11-16 13:12:06+00:00,RT @TheCleanCarClub: Tesla driver brakes failure https://t.co/p3f5OyaMml
1857773618781897089,2024-11-16 13:12:01+00:00,"""We are all one. Only egos, beliefs, and fears separate us.""

Nikola Tesla"
1857773616441479541,2024-11-16 13:12:00+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773613232927059,2024-11-16 13:11:59+00:00,"@thejefflutz @Tesla Embark on your path to becoming a triumphant trader by aligning yourself with the esteemed mrs @Julea_Trades and her  distinguished team. I cordially extend an invitation for you to track her and partake in her trading channel, for free and gain profitable signal @Julea_Trades"
1857773596145222039,2024-11-16 13:11:55+00:00,"RT @jodambusta: Nigerians are still importing 10-20+ year old vehicles to use for danfo,micra and korope dem. We're still massively importi…"
1857773595172212790,2024-11-16 13:11:55+00:00,RT @xmashlogy: Purple Tesla Roadster 💜. RT someone who would get this! https://t.co/MOp44dyvT3
1857773582757064914,2024-11-16 13:11:52+00:00,@niccruzpatane This must be @DirtyTesLa meme cause I don’t see wash me tesla in there anywhere. lol.
1857773574766903453,2024-11-16 13:11:50+00:00,"RT @jessicafxgold: Elon Musk and Dogecoin: Case Closed! 🚀
The Dogecoin lawsuit against Elon Musk and Tesla has come to an end as investors…"
1857773571314966736,2024-11-16 13:11:49+00:00,"RT @TeslaSolanaCTO: @Sartoshi0x Surely u don't wanna miss this one $TESLA, underrated and about to wake up! Hope in while u still can! 
htt…"
1857773562162995545,2024-11-16 13:11:47+00:00,"RT @Tesla: Watch movies, play music &amp; games, adjust airflow &amp; more on the rear display https://t.co/5DVUt47liE"
1857773560623722807,2024-11-16 13:11:47+00:00,RT @DamienRieu: Imaginez comment les gauchistes en Tesla doivent désormais fulminer chaque matin en montant dans leur voiture en pensant à…
1857773556634988753,2024-11-16 13:11:46+00:00,"@scotsrule08 I'm glad you (and others) are paying to test FSD. I appreciate the progress (and sometimes reversions) that you share. I look forward to the day when Tesla finally solves autonomy but I wonder if the existing fleet will be up to the task when that day finally arrives (HW3, AI4)."
1857773549525590261,2024-11-16 13:11:44+00:00,"@backagnstmywil @cookimyun he’s an opportunist nothing more. He’s not even a founder of tesla, just a dude who weasled his way in and then kicked/drove out all of the founders of the company"
1857773540507881569,2024-11-16 13:11:42+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773532739977665,2024-11-16 13:11:40+00:00,RT @teslacarsonly: TESLA RED IS S3XY. https://t.co/ss3zBllNdB
1857773530969985050,2024-11-16 13:11:40+00:00,"RT @implausibleblog: Worth watching this clip just to see Tim Stanley's expression at 34 seconds #BBCQT 

Greg Jackson, ""The irony of Tesla…"
1857773516726129150,2024-11-16 13:11:36+00:00,RT @Teslalightshows: We now have more than 400 individuals &amp; 33 @Tesla Clubs CONFIRMED for our community WORLDWIDE CHRISTMAS TESLA LIGHT SH…
1857773515434254658,2024-11-16 13:11:36+00:00,"RT @VladBastion: 📊 This Week in the S&amp;P 500

Top Gainers
🎥 Disney +16%
🔍 Palantir +13%
👜 Tapestry +10%
💼 Charles Schwab +9%
🩸 Dexcom +9%

T…"
1857773503178547552,2024-11-16 13:11:33+00:00,RT @DCognitivos: Se van los zurdos de X y no va a quedar nadie que me explique porque es mejor política una cajera de supermercado que el t…
1857773502524522823,2024-11-16 13:11:33+00:00,"Upon first reading the meme. I thought the author rightly understood that California is a political dumpster fire where people are fleeing ( +1M in the past 5 years): Chevron / Space X / Tesla / even a moderate liberal like Rogan hit the road. 

I thought wow - our founders were… https://t.co/6GFK7kmEtC https://t.co/kZqS7PB7VD"
1857773500959715832,2024-11-16 13:11:33+00:00,RT @teslacarsonly: I FOUND MIKE TYSON TESLA. https://t.co/JtEFKUsEKu
1857773488171307106,2024-11-16 13:11:29+00:00,RT @kaktus__media: Генеральный директор Tesla и близкий соратник избранного президента США Илон Маск встретился в понедельник с послом Иран…
1857773485621121264,2024-11-16 13:11:29+00:00,RT @SawyerMerritt: Oooof. Clean Energy Transition LLP had a $1 billion short position against $TSLA at the end of September. Tesla stock th…
1857773484752961992,2024-11-16 13:11:29+00:00,"RT @moneymancalls: Looks like $RIZO is going for the parabolic run very soon.

Order on tesla and you see this on the second screenshot. Go…"
1857773484362883424,2024-11-16 13:11:29+00:00,"@FAFO_TV She did well, not scratching the car, protecting with her hand, the white Tesla guy fucked it up 🤡"
1857773484090257670,2024-11-16 13:11:29+00:00,"President Trump's announcement that Elon will lead DOGE to help the government reform!

Elon is the man behind SpaceX and Starlink, Tesla and X, and many great enterprises, a legend of our generation!

In less than a week apart, Elon has shown us a glimpse of what ""future looks… https://t.co/PHyUzdLLrY https://t.co/FSjiej8mnK"
1857773483238850924,2024-11-16 13:11:28+00:00,RT @DCognitivos: Se van los zurdos de X y no va a quedar nadie que me explique porque es mejor política una cajera de supermercado que el t…
1857773481552736436,2024-11-16 13:11:28+00:00,"RT @TeslaOwnersNBay: Tomorrow our last event for the year. Full of goodies, great peers and demo drives! Don’t miss out. Spread the word.…"
1857773480105648171,2024-11-16 13:11:28+00:00,@RaviMAdhikari @alonewolf903 Nah it’s all drama. Tesla should sue them for pranking
1857773469477314689,2024-11-16 13:11:25+00:00,"Eksperci wskazują, że zniesienie ulg może paradoksalnie sprzyjać chińskim producentom

#Trump #Tesla #Musk #USA #elektryki #samochody #wybory #transport #Chiny

https://t.co/du4qIKxSRe"
1857773466037928268,2024-11-16 13:11:24+00:00,"RT @JovemPanNews: O presidente da Argentina, Javier Milei, afirmou que Elon Musk salvou a humanidade com os seus trabalhos à frente do X, a…"
1857773453224431940,2024-11-16 13:11:21+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773439949377805,2024-11-16 13:11:18+00:00,"@moneymancalls From Tesla orders to $RIZO taking flight—excited for this run! 🚀💎"" https://t.co/7rzLna1ijM"
1857773426942910577,2024-11-16 13:11:15+00:00,"RT @ElonMuskOde: THOUGHTS ON THIS TESLA?

Do you want this as a gift ?

A. Yes
B. No https://t.co/EsPGB352M4"
1857773418772414739,2024-11-16 13:11:13+00:00,"RT @TeslaSolanaCTO: @Sartoshi0x Surely u don't wanna miss this one $TESLA, underrated and about to wake up! Hope in while u still can! 
htt…"
1857773410761179230,2024-11-16 13:11:11+00:00,"RT @EWTNNewsNightly: A new report says Tesla CEO and tech giant Elon Musk, met this week with Iran's Ambassador to the United Nations. The…"
1857773405459669018,2024-11-16 13:11:10+00:00,Climate Mis- and Disinformation Are Shaping Discourse &amp; Opposition To Renewables https://t.co/dtQeCAXBcQ #Tesla #EV #ClimateChange #Renewables #RenewableEnergy
1857773401680826505,2024-11-16 13:11:09+00:00,@ElonMuskOde Yes tesla
1857773397167448419,2024-11-16 13:11:08+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773395095486688,2024-11-16 13:11:07+00:00,"RT @EvasTeslaSPlaid: I love my new refresher Tesla Model 3 long range. Get one through my code and save $1,000.

https://t.co/8oOvu7OnhH"
1857773354465505321,2024-11-16 13:10:58+00:00,Impressed by the Cybertruck! 🚀 #Tesla #Cybertruck #Innovation #FutureOfTransport https://t.co/8ry51svysL
1857773334504656951,2024-11-16 13:10:53+00:00,"RT @moneymancalls: Looks like $RIZO is going for the parabolic run very soon.

Order on tesla and you see this on the second screenshot. Go…"
1857773334160634145,2024-11-16 13:10:53+00:00,RT @TheCleanCarClub: Tesla driver brakes failure https://t.co/p3f5OyaMml
1857773331883373042,2024-11-16 13:10:52+00:00,"@ElonMuskAOC Yes, I’ll pick you up by my Tesla in Japan!"
1857773321577967694,2024-11-16 13:10:50+00:00,@Daol_Tesla 멋지네요. 뭉클합니다.😭🥹
1857773319371583767,2024-11-16 13:10:49+00:00,@BradMunchen You forgot about the majority of America that likes Elon. I’m a republican and new Tesla owner. Look forward to future Tesla purchases
1857773318037745937,2024-11-16 13:10:49+00:00,"@JuRaLex78 @SenTheProc Mais juste, cmt vous savez ? Vous êtes la tête dans leur budget ? Vous payez pour leurs gosses ? Ils partent aux Caraïbes ? Ils roulent en Tesla ? Pq pour un non-EN, lire ce genre de posts renforce juste l'idée qu'on est payés des lingots d'or. C'est cliché et contre-productif."
1857773316523667663,2024-11-16 13:10:49+00:00,"RT @TheChiefNerd: Rob Baron Says Elon Musk Will Bring the Efficiency of Tesla &amp; SpaceX to the U.S. Government

“The government wanted to se…"
1857773310894862793,2024-11-16 13:10:47+00:00,"Hier noch der Beitrag von 10vor10:

https://t.co/YijuhbFYR9 https://t.co/pP3E5BoJIw"
1857773279622086955,2024-11-16 13:10:40+00:00,RT @davidicke: A little perspective: Tesla's future depends on electric and autonomous vehicles (Cult/WEF agenda) and AI robotics (Cult/WEF…
1857773270231122138,2024-11-16 13:10:38+00:00,"RT @alexesca10: Últimos resultados:
$PLTR X3
$TESLA X2
$NPC X2
$XRP X2
¿Y crees que me creo mejor trader que hace unas semanas?Para NADA
La…"
1857773258117939465,2024-11-16 13:10:35+00:00,"@elonmusk Where are you touring these families you want so bad. Are they gonna live in a Tesla RV… and what school are they going to. If everyone had 5-7 kids like you want us to, then the schools will be overcrowded. Some people think. Some people think belted they think."
1857773254905155988,2024-11-16 13:10:34+00:00,"RT @Tesla: Model 3 Performance is “Lamborghini performance at a fraction of the price”

Thanks @edmunds!

https://t.co/1Xq5h1LMAS"
1857773251931373572,2024-11-16 13:10:33+00:00,"RT @TheEconomist: Of the many contradictory things Donald Trump has said, it is easy to latch onto the bits you like and either ignore thos…"
1857773251776168064,2024-11-16 13:10:33+00:00,"“Tesla’s vehicles have the highest fatal accident rate among all car brands in America, according to a recent iSeeCars study that analyzed data from the U.S. Fatality Analysis Reporting System (FARS).
https://t.co/Eni1VHfASH via @cleantechnica"
1857773245900140700,2024-11-16 13:10:32+00:00,RT @elonmusk: True!
1857773222952910963,2024-11-16 13:10:26+00:00,@EricTheFishERC Get yourself an Eric and a Tesla you Shrub https://t.co/ZOYfeXCoq9
1857773219027235286,2024-11-16 13:10:25+00:00,@TimothyKassis @Tesla_AI 我和你一样，我每天不停刷新特斯拉微博官方账号，希望早日能开启fsd
1857773197317533815,2024-11-16 13:10:20+00:00,@draftext @Tesla Wah emang Alon musk ini keren abis pokoknya lah
1857773182918271190,2024-11-16 13:10:17+00:00,Nikola Tesla Heavy Blend™ Crewneck Sweatshirt https://t.co/fKkzThLdNv via @Etsy
1857773182079386077,2024-11-16 13:10:17+00:00,RT @TheCleanCarClub: Tesla driver brakes failure https://t.co/p3f5OyaMml
1857773181597008367,2024-11-16 13:10:16+00:00,RT @AcidRainbowHalo: So we have a meme token character that is hard shilled by Tesla and Elon. Basically the mascot of Tesla / one of Elons…
1857773178992353531,2024-11-16 13:10:16+00:00,"RT @moneymancalls: Looks like $RIZO is going for the parabolic run very soon.

Order on tesla and you see this on the second screenshot. Go…"
1857773177151135750,2024-11-16 13:10:15+00:00,RT @Tesla: Making Model 3 even better https://t.co/eItJNuyqVX
1857773172155629697,2024-11-16 13:10:14+00:00,"RT @Beatrice_Rosen: Ils ont Elon Musk. 
On a Pierre Moscovici.
Fin de la blague.
😂😂😭😭

L'un est un génie qui a inventé Paypal, Tesla, Space…"
1857773171795279893,2024-11-16 13:10:14+00:00,"RT @TeslaSolanaCTO: @Sartoshi0x Surely u don't wanna miss this one $TESLA, underrated and about to wake up! Hope in while u still can! 
htt…"
1857773164882731152,2024-11-16 13:10:12+00:00,"@JustL22866 « The study's authors make clear that the results do not indicate Tesla vehicles are inherently unsafe or have design flaws. »

https://t.co/lyA5IlTRlx"
1857773161590435850,2024-11-16 13:10:12+00:00,"RT @doki_jerry: 개인적인 생각으로는 Tesla의 주가가 앞으로 예전처럼 긴 하락장이 발생하지 않을 것 같습니다. 

이유는 과거 단순히 전기차의 수익만이 주가에 반영되었지만, 앞으로는 에너지, AI, FSD, FSD 라이센싱, 저가모델,…"
